"county","observation_count","locality_type","latitude","longitude","observation_date","time_observations_started","protocol_type","duration_minutes","effort_distance_km","number_observers","year","month","day","season","time_of_day"
"Wayne",1,"H",43.2927135,-76.8063466,2023-07-07,"09:17:00","Traveling",92,2.865,2,2023,7,7,"Summer","Morning"
"St. Lawrence",1,"P",44.8161666,-75.2887893,2023-07-09,"04:38:00","Traveling",22,0.724,1,2023,7,9,"Summer","Night"
"Jefferson",1,"H",44.0795629,-75.6954228,2023-05-26,"07:27:00","Traveling",145,3.634,1,2023,5,26,"Spring","Morning"
"Allegany",1,"H",42.2601136,-78.2464342,2023-07-10,"17:16:00","Traveling",63,0.676,1,2023,7,10,"Summer","Evening"
"Cayuga",1,"H",43.379538,-76.6576195,2023-07-09,"11:30:00","Traveling",270,8.047,1,2023,7,9,"Summer","Morning"
"Monroe",1,"H",43.2444454,-77.4706893,2023-07-11,"07:00:00","Traveling",45,3.219,1,2023,7,11,"Summer","Morning"
"Tompkins",2,"P",42.3358832,-76.3273944,2023-07-11,"09:05:00","Traveling",100,2.414,1,2023,7,11,"Summer","Morning"
"Tompkins",1,"P",42.3646984,-76.4051839,2023-07-11,"18:29:00","Traveling",118,4.184,1,2023,7,11,"Summer","Evening"
"Erie",1,"H",42.8462509,-78.8594553,2023-07-12,"18:30:00","Traveling",90,3.219,2,2023,7,12,"Summer","Evening"
"Ulster",1,"H",41.7389746,-74.2173391,2023-07-13,"12:32:00","Traveling",62,1.556,1,2023,7,13,"Summer","Afternoon"
"Onondaga",3,"P",43.19564,-76.16231,2023-05-16,"20:42:00","Stationary",5,NA,1,2023,5,16,"Spring","Evening"
"Onondaga",1,"P",43.19564,-76.16231,2023-06-13,"19:05:00","Stationary",5,NA,1,2023,6,13,"Summer","Evening"
"Tompkins",1,"P",42.3914325,-76.4122993,2023-07-14,"21:20:00","Stationary",5,NA,1,2023,7,14,"Summer","Night"
"Warren",1,"H",43.5923994,-73.9725659,2023-07-15,"08:20:00","Traveling",39,0.322,1,2023,7,15,"Summer","Morning"
"Erie",1,"P",42.658405,-78.512688,2023-07-15,"08:56:00","Traveling",41,1.347,1,2023,7,15,"Summer","Morning"
"Hamilton",1,"P",43.379186,-74.546252,2023-07-15,"10:35:00","Traveling",180,14.484,2,2023,7,15,"Summer","Morning"
"Herkimer",1,"P",42.977265,-74.826963,2023-07-16,"09:29:00","Stationary",89,NA,1,2023,7,16,"Summer","Morning"
"Tompkins",1,"H",42.4787599,-76.4529133,2023-07-16,"05:15:00","Traveling",2,0.193,1,2023,7,16,"Summer","Morning"
"Monroe",1,"H",43.2444454,-77.4706893,2023-07-17,"07:51:00","Traveling",31,3.478,1,2023,7,17,"Summer","Morning"
"Steuben",2,"P",42.195986,-77.379349,2023-07-16,"21:15:00","Stationary",12,NA,1,2023,7,16,"Summer","Night"
"New York",3,"H",40.7536729,-73.9832322,2022-03-15,"14:00:00","Traveling",120,1.609,1,2022,3,15,"Spring","Afternoon"
"Chautauqua",1,"P",42.134959,-79.321775,2023-07-20,"07:25:00","Traveling",166,3.198,1,2023,7,20,"Summer","Morning"
"Onondaga",1,"H",43.2072726,-76.3241404,2023-07-20,"05:36:00","Traveling",122,2.414,1,2023,7,20,"Summer","Morning"
"Warren",1,"P",43.730981,-73.535139,2023-07-20,"06:23:00","Traveling",225,3.138,1,2023,7,20,"Summer","Morning"
"Lewis",1,"P",43.6000047,-75.1918265,2023-07-04,"07:00:00","Traveling",240,1.609,1,2023,7,4,"Summer","Morning"
"Putnam",1,"H",41.3399243,-73.8068931,2023-07-20,"05:45:00","Traveling",121,1.207,1,2023,7,20,"Summer","Morning"
"St. Lawrence",1,"P",44.6724049,-75.1673199,2023-07-21,"04:48:00","Stationary",17,NA,1,2023,7,21,"Summer","Night"
"Tompkins",2,"P",42.4850114,-76.4178164,2023-07-21,"20:54:00","Stationary",6,NA,1,2023,7,21,"Summer","Evening"
"Orange",1,"P",41.258354,-74.080549,2023-07-21,"20:29:00","Traveling",45,1.038,1,2023,7,21,"Summer","Evening"
"Erie",1,"P",42.658405,-78.512688,2023-07-22,"08:21:00","Traveling",41,1.671,1,2023,7,22,"Summer","Morning"
"Cortland",1,"H",42.4732391,-76.2051954,2023-07-08,"17:45:00","Traveling",46,3.197,2,2023,7,8,"Summer","Evening"
"Oswego",1,"P",43.6053848,-76.1471608,2023-07-22,"19:59:00","Stationary",34,NA,1,2023,7,22,"Summer","Evening"
"Orange",1,"P",41.258354,-74.080549,2023-07-23,"20:28:00","Stationary",30,NA,1,2023,7,23,"Summer","Evening"
"Tompkins",1,"P",42.4850114,-76.4178164,2023-07-23,"20:52:00","Stationary",22,NA,1,2023,7,23,"Summer","Evening"
"Orange",1,"P",41.4454462,-74.1115714,2023-07-24,"07:59:00","Stationary",51,NA,1,2023,7,24,"Summer","Morning"
"Chautauqua",1,"P",42.134959,-79.321775,2023-07-24,"07:30:00","Traveling",190,3.437,1,2023,7,24,"Summer","Morning"
"Warren",1,"P",43.730981,-73.535139,2023-07-24,"07:13:00","Traveling",206,3.026,1,2023,7,24,"Summer","Morning"
"Chenango",1,"P",42.4838543,-75.6148241,2023-07-23,"06:15:00","Traveling",60,1.609,1,2023,7,23,"Summer","Morning"
"Ontario",1,"P",42.808597,-77.397778,2023-07-25,"10:15:00","Traveling",75,3.219,1,2023,7,25,"Summer","Morning"
"Erie",1,"H",42.8462509,-78.8594553,2023-07-26,"09:45:00","Traveling",90,1.609,2,2023,7,26,"Summer","Morning"
"Monroe",1,"H",43.0830621,-77.6758556,2023-04-07,"13:52:00","Traveling",120,3.219,1,2023,4,7,"Spring","Afternoon"
"Franklin",1,"H",44.4486136,-74.2594002,2023-07-26,"19:31:00","Traveling",224,1.287,20,2023,7,26,"Summer","Evening"
"Albany",1,"H",42.6716667,-74.1275414,2023-07-28,"08:08:00","Traveling",130,2.438,1,2023,7,28,"Summer","Morning"
"Kings",1,"H",40.581644,-73.887949,2023-05-05,"04:31:00","Traveling",22,1.371,1,2023,5,5,"Spring","Night"
"Suffolk",1,"H",40.8911638,-72.8095293,2023-07-20,"13:29:00","Traveling",51,1.486,2,2023,7,20,"Summer","Afternoon"
"Tompkins",2,"P",42.42879,-76.395065,2023-05-29,"20:55:00","Stationary",14,NA,1,2023,5,29,"Spring","Evening"
"Orange",1,"P",41.2469053,-74.2284147,2023-07-30,"09:08:00","Stationary",3,NA,1,2023,7,30,"Summer","Morning"
"Tompkins",2,"P",42.4850114,-76.4178164,2023-07-30,"19:07:00","Traveling",108,0.644,2,2023,7,30,"Summer","Evening"
"Sullivan",1,"H",41.5877316,-74.4637227,2023-08-01,"11:30:00","Traveling",30,0.805,1,2023,8,1,"Summer","Morning"
"Delaware",1,"P",42.0590354,-74.8569808,2023-08-01,"10:14:00","Traveling",158,2.253,1,2023,8,1,"Summer","Morning"
"Ontario",1,"P",42.7886141,-77.4285507,2023-08-02,"10:30:00","Traveling",60,2.414,1,2023,8,2,"Summer","Morning"
"Lewis",1,"H",43.7083017,-75.6555182,2023-08-01,"18:12:00","Traveling",183,1.609,1,2023,8,1,"Summer","Evening"
"Schuyler",1,"P",42.4582861,-76.7222393,2023-08-03,"08:37:00","Traveling",120,1.269,1,2023,8,3,"Summer","Morning"
"Orange",1,"H",41.4216515,-74.0352345,2023-08-03,"18:30:00","Traveling",90,2.414,2,2023,8,3,"Summer","Evening"
"Essex",1,"P",44.1803826,-73.6146691,2023-08-05,"05:40:00","Traveling",150,3,1,2023,8,5,"Summer","Morning"
"Clinton",2,"P",44.827827,-73.793071,2022-04-22,"19:00:00","Stationary",60,NA,2,2022,4,22,"Spring","Evening"
"Onondaga",2,"P",43.1588357,-76.273052,2023-08-02,"05:25:00","Stationary",6,NA,1,2023,8,2,"Summer","Morning"
"Monroe",1,"H",43.0076599,-77.5658798,2023-08-11,"09:00:00","Traveling",60,3.219,1,2023,8,11,"Summer","Morning"
"Orange",1,"P",41.264678,-74.322541,2023-08-12,"05:00:00","Stationary",15,NA,1,2023,8,12,"Summer","Morning"
"Saratoga",1,"P",43.0149862,-73.5991001,2023-08-11,"19:56:00","Traveling",49,1.127,1,2023,8,11,"Summer","Evening"
"Kings",1,"H",40.5923453,-73.8914328,2023-08-12,"05:05:00","Traveling",196,6.437,1,2023,8,12,"Summer","Morning"
"Tompkins",1,"H",42.4703875,-76.439631,2023-08-12,"09:28:00","Traveling",57,1.922,1,2023,8,12,"Summer","Morning"
"Madison",1,"P",42.8295161,-75.7802238,2023-08-09,"14:42:00","Traveling",60,0.805,2,2023,8,9,"Summer","Afternoon"
"Orange",1,"P",41.265244,-74.32447,2023-08-13,"05:30:00","Traveling",8,0.401,1,2023,8,13,"Summer","Morning"
"St. Lawrence",1,"P",44.637559,-74.957282,2023-08-14,"08:48:00","Traveling",56,0.533,1,2023,8,14,"Summer","Morning"
"Cayuga",1,"P",43.0520526,-76.5603896,2023-08-16,"16:30:00","Stationary",20,NA,1,2023,8,16,"Summer","Afternoon"
"Tompkins",1,"H",42.4591964,-76.3726723,2023-08-17,"20:29:00","Traveling",37,2.726,2,2023,8,17,"Summer","Evening"
"Jefferson",1,"P",43.9289654,-75.8024006,2023-08-19,"15:00:00","Traveling",15,0.402,2,2023,8,19,"Summer","Afternoon"
"Hamilton",3,"H",44.0540353,-74.5595566,2023-08-22,"05:32:00","Stationary",31,NA,1,2023,8,22,"Summer","Morning"
"Chautauqua",1,"H",42.4220913,-79.4281205,2023-08-22,"09:45:00","Traveling",75,1.931,1,2023,8,22,"Summer","Morning"
"Hamilton",2,"H",44.0540353,-74.5595566,2023-08-23,"05:24:00","Stationary",37,NA,1,2023,8,23,"Summer","Morning"
"Hamilton",3,"H",44.0540353,-74.5595566,2023-08-24,"05:22:00","Stationary",98,NA,1,2023,8,24,"Summer","Morning"
"Tompkins",1,"H",42.4642531,-76.4293883,2023-08-25,"07:28:00","Traveling",68,4.107,1,2023,8,25,"Summer","Morning"
"Herkimer",1,"H",43.1311849,-74.8242233,2023-08-26,"08:30:00","Traveling",255,3.219,1,2023,8,26,"Summer","Morning"
"Albany",1,"P",42.7179641,-73.861599,2023-08-26,"18:58:00","Traveling",69,0.543,1,2023,8,26,"Summer","Evening"
"Cayuga",2,"P",43.0520526,-76.5603896,2023-09-01,"08:00:00","Stationary",30,NA,1,2023,9,1,"Fall","Morning"
"Monroe",1,"H",43.0130182,-77.571609,2023-09-01,"17:21:00","Traveling",144,2.43,1,2023,9,1,"Fall","Evening"
"Ulster",1,"P",41.8342944,-74.1820307,2023-09-02,"08:00:00","Traveling",240,3.219,1,2023,9,2,"Fall","Morning"
"Erie",1,"P",42.5737206,-78.6844897,2023-09-03,"07:27:00","Traveling",90,3.028,1,2023,9,3,"Fall","Morning"
"Albany",1,"H",42.6099952,-73.8907678,2023-09-07,"07:20:00","Traveling",188,4.828,1,2023,9,7,"Fall","Morning"
"Albany",1,"H",42.6099952,-73.8907678,2023-09-07,"07:30:00","Traveling",167,2.012,8,2023,9,7,"Fall","Morning"
NA,1,"H",42.9833651,-76.7562389,2023-07-12,"07:30:00","Traveling",240,6.437,2,2023,7,12,"Summer","Morning"
"Lewis",1,"P",43.946569,-75.502381,2023-08-28,"08:27:00","Traveling",131,2.699,1,2023,8,28,"Summer","Morning"
"Erie",1,"P",42.7095962,-78.5421763,2023-09-08,"03:42:00","Traveling",5,0.161,1,2023,9,8,"Fall","Night"
"Genesee",1,"P",43.1140223,-78.4035586,2023-09-11,"13:20:00","Traveling",54,2.414,1,2023,9,11,"Fall","Afternoon"
"St. Lawrence",1,"P",44.1316988,-74.920185,2023-09-15,"07:44:00","Traveling",36,0.595,1,2023,9,15,"Fall","Morning"
"Kings",1,"H",40.6537472,-73.9986235,2023-09-17,"16:19:00","Traveling",108,2.414,1,2023,9,17,"Fall","Afternoon"
"Bronx",1,"H",40.8681047,-73.809474,2023-09-19,"07:20:00","Traveling",41,0.563,1,2023,9,19,"Fall","Morning"
"Ulster",1,"H",41.7479289,-74.0883783,2023-09-20,"06:20:00","Traveling",45,12.875,1,2023,9,20,"Fall","Morning"
"Cayuga",2,"P",43.0520526,-76.5603896,2023-09-20,"08:05:00","Stationary",25,NA,1,2023,9,20,"Fall","Morning"
"Erie",1,"H",42.8462509,-78.8594553,2023-09-24,"09:50:00","Traveling",300,3.219,1,2023,9,24,"Fall","Morning"
"Jefferson",1,"H",43.8077665,-76.2342086,2023-09-25,"09:11:00","Traveling",181,3.347,1,2023,9,25,"Fall","Morning"
"Bronx",1,"H",40.8533174,-73.8219978,2023-09-19,"06:53:00","Traveling",79,0.51,1,2023,9,19,"Fall","Morning"
"Schoharie",2,"H",42.6565398,-74.4537364,2022-04-08,"19:00:00","Banding",180,NA,1,2022,4,8,"Spring","Evening"
"Niagara",1,"H",43.1120117,-78.4883881,2023-09-26,"08:58:00","Traveling",113,2.559,1,2023,9,26,"Fall","Morning"
"Herkimer",1,"P",43.0759201,-74.817143,2023-09-28,"21:00:00","Stationary",5,NA,1,2023,9,28,"Fall","Night"
"Cayuga",2,"P",43.0520526,-76.5603896,2023-09-30,"07:45:00","Stationary",30,NA,1,2023,9,30,"Fall","Morning"
"Sullivan",1,"P",41.8909817,-74.5552247,2023-09-30,"06:29:00","Traveling",302,6.47,1,2023,9,30,"Fall","Morning"
"Onondaga",1,"H",43.1899696,-76.3190166,2023-09-30,"06:18:00","Traveling",176,1.931,1,2023,9,30,"Fall","Morning"
"Madison",1,"P",42.8167181,-75.5241889,2023-09-30,"07:55:00","Traveling",60,2.414,1,2023,9,30,"Fall","Morning"
"Onondaga",1,"H",43.1930605,-76.2914843,2023-10-02,"06:08:00","Traveling",87,0.161,1,2023,10,2,"Fall","Morning"
"Ulster",3,"P",41.8342944,-74.1820307,2023-10-02,"06:00:00","Traveling",270,4.828,1,2023,10,2,"Fall","Morning"
"Tompkins",1,"H",42.3101677,-76.5216895,2023-10-03,"06:44:00","Traveling",77,2.65,1,2023,10,3,"Fall","Morning"
"Tompkins",1,"H",42.3432727,-76.2994856,2023-10-03,"08:20:00","Traveling",78,4.141,1,2023,10,3,"Fall","Morning"
"Erie",1,"H",42.8462509,-78.8594553,2023-10-03,"07:58:00","Traveling",258,6.626,1,2023,10,3,"Fall","Morning"
"Onondaga",1,"H",43.065508,-76.192503,2023-09-30,"12:15:00","Traveling",30,0.805,1,2023,9,30,"Fall","Afternoon"
"Monroe",1,"H",43.3107525,-77.7073288,2023-10-06,"06:55:00","Traveling",107,2.129,2,2023,10,6,"Fall","Morning"
"Essex",2,"P",44.1233497,-73.7589416,2023-10-05,"06:00:00","Traveling",660,16.093,2,2023,10,5,"Fall","Morning"
"Broome",1,"H",42.3970664,-75.9642321,2023-10-07,"09:47:00","Stationary",66,NA,1,2023,10,7,"Fall","Morning"
"Kings",1,"H",40.6479975,-74.0038026,2023-10-09,"09:10:00","Traveling",120,3.219,1,2023,10,9,"Fall","Morning"
"Columbia",1,"P",42.148914,-73.559565,2023-10-09,"10:54:00","Traveling",180,1.609,1,2023,10,9,"Fall","Morning"
"Erie",1,"H",42.790592,-78.850687,2023-10-12,"12:33:00","Traveling",51,1.946,1,2023,10,12,"Fall","Afternoon"
"Dutchess",2,"H",41.6054676,-73.5995852,2023-09-14,"05:50:00","Traveling",137,2.18,1,2023,9,14,"Fall","Morning"
"St. Lawrence",6,"P",44.267626,-74.639615,2023-10-12,"06:41:00","Traveling",2,0.299,1,2023,10,12,"Fall","Morning"
"Ulster",3,"P",41.8342944,-74.1820307,2023-10-13,"06:30:00","Traveling",180,1.609,1,2023,10,13,"Fall","Morning"
"Monroe",1,"H",43.3099074,-77.7326596,2023-10-14,"07:08:00","Traveling",48,1.6,1,2023,10,14,"Fall","Morning"
"Kings",1,"P",40.6538945,-73.9486327,2023-10-14,"09:51:00","Stationary",8,NA,1,2023,10,14,"Fall","Morning"
"Albany",1,"P",42.5054449,-73.9580271,2023-05-20,"10:36:00","Traveling",13,11.78,1,2023,5,20,"Spring","Morning"
"Albany",1,"H",42.4980784,-74.2170019,2023-05-20,"08:31:00","Traveling",80,6.309,1,2023,5,20,"Spring","Morning"
"Albany",2,"H",42.7184131,-73.8640168,2023-05-20,"04:28:00","Traveling",2,0.08,1,2023,5,20,"Spring","Night"
"Cattaraugus",1,"P",42.2245832,-78.4270191,2023-10-14,"08:00:00","Traveling",60,0.805,1,2023,10,14,"Fall","Morning"
"Saratoga",1,"H",42.8936857,-73.7891225,2023-10-14,"08:25:00","Traveling",170,6.437,1,2023,10,14,"Fall","Morning"
"Hamilton",1,"H",43.7328293,-74.6985878,2023-10-13,"07:00:00","Traveling",780,24.14,1,2023,10,13,"Fall","Morning"
"Kings",1,"H",40.6523083,-73.9904281,2023-10-15,"08:41:00","Traveling",86,2.61,1,2023,10,15,"Fall","Morning"
"New York",1,"H",40.7338098,-73.9772238,2023-10-15,"08:20:00","Traveling",217,4.62,1,2023,10,15,"Fall","Morning"
"Ulster",3,"P",41.8342944,-74.1820307,2023-10-15,"06:15:00","Traveling",270,4.828,1,2023,10,15,"Fall","Morning"
"Kings",1,"H",40.6523083,-73.9904281,2023-10-15,"08:33:00","Traveling",309,7.352,1,2023,10,15,"Fall","Morning"
"New York",1,"H",40.7840903,-73.9259435,2023-10-15,"13:35:00","Traveling",35,0.386,1,2023,10,15,"Fall","Afternoon"
"Tompkins",2,"P",42.4625889,-76.4269153,2023-10-16,"06:34:00","Stationary",27,NA,1,2023,10,16,"Fall","Morning"
"Queens",1,"H",40.7429824,-73.9433598,2023-10-16,"10:07:00","Traveling",19,0.386,1,2023,10,16,"Fall","Morning"
"Lewis",1,"P",43.946569,-75.502381,2023-10-08,"06:24:00","Stationary",60,NA,1,2023,10,8,"Fall","Morning"
"Allegany",1,"H",42.341317,-78.1249294,2023-10-16,"08:25:00","Traveling",85,0.644,1,2023,10,16,"Fall","Morning"
"Kings",1,"H",40.599946,-73.9243268,2023-10-16,"06:59:00","Traveling",123,4.226,1,2023,10,16,"Fall","Morning"
"Niagara",1,"P",43.212025,-79.043694,2023-10-16,"10:58:00","Traveling",145,5.879,1,2023,10,16,"Fall","Morning"
"Hamilton",1,"P",43.360483,-74.591422,2023-10-16,"17:50:00","Traveling",74,0.161,1,2023,10,16,"Fall","Evening"
"Ulster",3,"P",41.8342944,-74.1820307,2023-10-17,"07:00:00","Traveling",150,2.414,1,2023,10,17,"Fall","Morning"
"Tompkins",1,"H",42.5329115,-76.3534811,2023-04-27,"20:23:00","Stationary",24,NA,1,2023,4,27,"Spring","Evening"
"Tompkins",1,"H",42.4642531,-76.4293883,2023-10-18,"06:53:00","Traveling",34,2.752,1,2023,10,18,"Fall","Morning"
"Monroe",1,"P",43.1221047,-77.6922839,2023-05-10,"20:46:00","Stationary",15,NA,1,2023,5,10,"Spring","Evening"
"Tompkins",1,"H",42.5167,-76.3526,2023-10-21,"08:42:00","Traveling",34,1.675,1,2023,10,21,"Fall","Morning"
"Monroe",1,"P",43.3424553,-77.9539633,2023-10-02,"06:26:00","Stationary",5,NA,1,2023,10,2,"Fall","Morning"
"Lewis",2,"P",43.946569,-75.502381,2023-10-11,"08:20:00","Traveling",96,2.892,1,2023,10,11,"Fall","Morning"
"Kings",1,"P",40.709689,-73.94903,2023-10-23,"11:02:00","Stationary",4,NA,3,2023,10,23,"Fall","Morning"
"Oneida",1,"P",43.192934,-75.124386,2023-10-23,"12:00:00","Stationary",45,NA,1,2023,10,23,"Fall","Afternoon"
"Delaware",1,"H",42.4263804,-75.048065,2023-10-23,"08:45:00","Stationary",266,NA,14,2023,10,23,"Fall","Morning"
"Kings",2,"H",40.5923453,-73.8914328,2023-10-24,"07:27:00","Traveling",107,4.989,1,2023,10,24,"Fall","Morning"
"New York",1,"P",40.712384,-74.01381,2023-10-24,"08:58:00","Traveling",27,0.348,1,2023,10,24,"Fall","Morning"
"New York",1,"H",40.7760568,-73.9745951,2023-10-24,"07:45:00","Traveling",90,0.644,1,2023,10,24,"Fall","Morning"
"Queens",1,"H",40.7159729,-73.8664843,2023-10-24,"08:09:00","Traveling",152,2.951,1,2023,10,24,"Fall","Morning"
"New York",1,"H",40.6885372,-74.0189759,2023-10-24,"07:14:00","Traveling",240,5.373,1,2023,10,24,"Fall","Morning"
"New York",1,"H",40.7715482,-73.9724819,2023-10-24,"08:00:00","Traveling",215,1.609,1,2023,10,24,"Fall","Morning"
"New York",1,"H",40.7840903,-73.9259435,2023-10-24,"08:49:00","Traveling",82,1.777,1,2023,10,24,"Fall","Morning"
"Kings",12,"H",40.6523083,-73.9904281,2023-10-24,"06:56:00","Traveling",390,9.882,1,2023,10,24,"Fall","Morning"
"New York",1,"H",40.6885372,-74.0189759,2023-10-24,"09:35:00","Traveling",96,3.72,1,2023,10,24,"Fall","Morning"
"Kings",1,"H",40.6479975,-74.0038026,2023-10-24,"12:41:00","Traveling",59,1.411,1,2023,10,24,"Fall","Afternoon"
"Kings",1,"H",40.6479975,-74.0038026,2023-10-24,"08:00:00","Traveling",180,4.828,1,2023,10,24,"Fall","Morning"
"Kings",10,"H",40.6523083,-73.9904281,2023-10-24,"08:15:00","Traveling",375,9.656,1,2023,10,24,"Fall","Morning"
"Queens",1,"H",40.7136841,-73.8899864,2023-10-24,"14:01:00","Traveling",103,3.219,1,2023,10,24,"Fall","Afternoon"
"Queens",1,"H",40.7159729,-73.8664843,2023-10-24,"11:36:00","Traveling",55,1.931,1,2023,10,24,"Fall","Morning"
"Kings",1,"H",40.6523083,-73.9904281,2023-10-24,"13:41:00","Traveling",104,1.177,1,2023,10,24,"Fall","Afternoon"
"Kings",1,"H",40.6523083,-73.9904281,2023-10-24,"16:42:00","Traveling",74,1.915,1,2023,10,24,"Fall","Afternoon"
"Kings",1,"H",40.6523083,-73.9904281,2023-10-24,"17:15:00","Traveling",40,0.402,1,2023,10,24,"Fall","Evening"
"Kings",3,"H",40.6523083,-73.9904281,2023-10-24,"08:26:00","Traveling",304,7.017,1,2023,10,24,"Fall","Morning"
"Kings",4,"H",40.6523083,-73.9904281,2023-10-24,"14:13:00","Traveling",143,3.182,1,2023,10,24,"Fall","Afternoon"
"Queens",2,"H",40.7159729,-73.8664843,2023-10-25,"10:06:00","Traveling",81,2.099,1,2023,10,25,"Fall","Morning"
"Allegany",1,"H",42.4301472,-77.9233717,2023-10-25,"09:36:00","Traveling",14,0.29,1,2023,10,25,"Fall","Morning"
"Tompkins",1,"H",42.3450877,-76.4879603,2023-10-25,"09:00:00","Traveling",30,0.161,1,2023,10,25,"Fall","Morning"
"Westchester",1,"H",40.9123793,-73.8696057,2023-10-26,"05:11:00","Stationary",5,NA,1,2023,10,26,"Fall","Morning"
"Onondaga",3,"H",43.2091447,-76.3144866,2023-10-26,"17:14:00","Stationary",100,NA,1,2023,10,26,"Fall","Evening"
"Tompkins",1,"H",42.3450877,-76.4879603,2023-10-27,"09:00:00","Traveling",60,0.322,1,2023,10,27,"Fall","Morning"
"Ulster",2,"P",41.8342944,-74.1820307,2023-10-28,"07:30:00","Traveling",120,2.414,1,2023,10,28,"Fall","Morning"
"Kings",1,"H",40.6523083,-73.9904281,2023-10-28,"08:45:00","Traveling",314,8.369,1,2023,10,28,"Fall","Morning"
"Kings",1,"H",40.6523083,-73.9904281,2023-10-28,"09:32:00","Traveling",290,7.101,1,2023,10,28,"Fall","Morning"
"Kings",2,"H",40.6523083,-73.9904281,2023-10-28,"07:58:00","Traveling",471,12.866,1,2023,10,28,"Fall","Morning"
"Ulster",2,"H",41.9948411,-73.9603322,2023-10-29,"07:10:00","Traveling",84,3.895,1,2023,10,29,"Fall","Morning"
"Kings",1,"H",40.6479975,-74.0038026,2023-10-29,"08:03:00","Traveling",89,1.801,2,2023,10,29,"Fall","Morning"
"New York",1,"H",40.8321303,-73.9463096,2023-10-29,"09:13:00","Traveling",53,2.304,1,2023,10,29,"Fall","Morning"
"New York",2,"H",40.7715482,-73.9724819,2023-10-29,"08:15:00","Traveling",116,1.609,1,2023,10,29,"Fall","Morning"
"Tompkins",1,"H",42.3432727,-76.2994856,2023-10-29,"08:44:00","Traveling",50,3.219,1,2023,10,29,"Fall","Morning"
"New York",2,"H",40.7715482,-73.9724819,2023-10-29,"09:07:00","Traveling",109,2.804,3,2023,10,29,"Fall","Morning"
"Kings",1,"H",40.7245046,-73.9433616,2023-10-29,"10:39:00","Traveling",37,0.733,1,2023,10,29,"Fall","Morning"
"New York",2,"H",40.6885372,-74.0189759,2023-10-29,"07:07:00","Traveling",289,7.129,1,2023,10,29,"Fall","Morning"
"Kings",3,"H",40.6523083,-73.9904281,2023-10-29,"09:02:00","Traveling",108,2.712,1,2023,10,29,"Fall","Morning"
"New York",1,"H",40.7400162,-74.010893,2023-10-29,"11:01:00","Traveling",44,1.08,1,2023,10,29,"Fall","Morning"
"Kings",1,"H",40.703204,-73.9887744,2023-10-29,"10:42:00","Traveling",118,3.557,1,2023,10,29,"Fall","Morning"
"Kings",1,"H",40.6996104,-73.9973745,2023-10-29,"11:15:00","Traveling",90,2.414,1,2023,10,29,"Fall","Morning"
"Kings",2,"H",40.6479975,-74.0038026,2023-10-29,"06:40:00","Traveling",210,6.437,1,2023,10,29,"Fall","Morning"
"Kings",6,"H",40.6523083,-73.9904281,2023-10-29,"09:41:00","Traveling",267,7.982,1,2023,10,29,"Fall","Morning"
"Kings",1,"H",40.6602841,-73.9689534,2023-10-29,"07:49:00","Traveling",228,5.524,1,2023,10,29,"Fall","Morning"
"Kings",1,"H",40.7245046,-73.9433616,2023-10-29,"13:00:00","Traveling",180,0.805,3,2023,10,29,"Fall","Afternoon"
"Kings",2,"H",40.6523083,-73.9904281,2023-10-29,"16:53:00","Traveling",47,1.166,1,2023,10,29,"Fall","Afternoon"
"Bronx",1,"H",40.8409082,-73.9075613,2023-10-29,"12:44:00","Traveling",123,1.609,1,2023,10,29,"Fall","Afternoon"
"New York",1,"P",40.7205469,-74.0128687,2023-10-30,"07:49:00","Traveling",7,0.805,1,2023,10,30,"Fall","Morning"
"Tompkins",1,"P",42.335101,-76.524719,2023-10-29,"18:00:00","Traveling",25,0.447,1,2023,10,29,"Fall","Evening"
"Queens",2,"H",40.7655238,-73.899488,2023-10-30,"15:11:00","Traveling",53,0.451,1,2023,10,30,"Fall","Afternoon"
"Kings",4,"H",40.6523083,-73.9904281,2023-10-30,"11:20:00","Traveling",402,9.213,1,2023,10,30,"Fall","Morning"
"New York",1,"H",40.7715482,-73.9724819,2023-10-30,"09:15:00","Traveling",225,6.437,1,2023,10,30,"Fall","Morning"
"New York",1,"H",40.8321303,-73.9463096,2023-10-31,"07:54:00","Traveling",140,1.609,1,2023,10,31,"Fall","Morning"
"Queens",2,"H",40.7159729,-73.8664843,2023-10-31,"09:32:00","Traveling",55,1.723,1,2023,10,31,"Fall","Morning"
"Kings",7,"H",40.6523083,-73.9904281,2023-10-31,"07:02:00","Traveling",316,5.552,1,2023,10,31,"Fall","Morning"
"Kings",2,"H",40.6479975,-74.0038026,2023-10-31,"07:55:00","Traveling",120,4.828,1,2023,10,31,"Fall","Morning"
"Kings",2,"H",40.6996104,-73.9973745,2023-10-31,"07:43:00","Traveling",83,3.156,1,2023,10,31,"Fall","Morning"
"Queens",1,"H",40.7429824,-73.9433598,2023-10-31,"15:59:00","Traveling",12,0.306,1,2023,10,31,"Fall","Afternoon"
"Ulster",5,"P",41.8342944,-74.1820307,2023-10-31,"06:30:00","Traveling",210,3.219,1,2023,10,31,"Fall","Morning"
"New York",2,"P",40.7905422,-73.9579523,2023-10-31,"07:30:00","Traveling",390,12.875,1,2023,10,31,"Fall","Morning"
"Nassau",1,"P",40.7888457,-73.7178876,2023-10-31,"11:57:00","Stationary",372,NA,1,2023,10,31,"Fall","Morning"
